cap,ma,tick_confirm,tp_sl,cooldown_sec,ban_last_sec,haircut,trades,train_pnl,train_mdd,train_score,val_pnl
0.5,200,2,0.10/0.05,0,none,0.01,1191,-119.46614574204335,-123.51394574204333,-181.22311861306503,-25.954888072584467
0.5,200,2,0.10/0.05,0,80,0.01,1112,-115.15415574204336,-116.50965574204334,-173.40898361306503,-23.342271654674022
0.5,200,2,0.10/0.05,0,100,0.01,1082,-108.00219574204336,-109.35769574204332,-162.68104361306501,-22.608134341241183
0.5,200,2,0.10/0.05,30,none,0.01,721,-71.46787014364556,-74.16017014364554,-108.54795521546833,-15.563283138193247
0.5,200,2,0.10/0.05,30,80,0.01,679,-72.58412014364553,-72.91022014364556,-109.03923021546831,-14.50040403371564
0.5,200,2,0.10/0.05,30,100,0.01,665,-69.39195014364554,-69.71805014364554,-104.25097521546832,-13.612104033715639
0.5,200,2,0.10/0.05,60,none,0.01,545,-31.465639215271484,-33.55337921527148,-48.242328822907226,-14.916692093417128
0.5,200,2,0.10/0.05,60,80,0.01,518,-24.684049215271486,-29.487869194658657,-39.427983812600814,-14.42319209341713
0.5,200,2,0.10/0.05,60,100,0.01,511,-26.04684921527149,-31.144169194658666,-41.61893381260082,-15.420012988939515
0.5,200,2,0.10/0.05,90,none,0.01,456,-31.801250090181057,-32.94812009018104,-48.27531013527158,-4.816612988939519
0.5,200,2,0.10/0.05,90,80,0.01,434,-29.526090090181057,-32.15346009018105,-45.602820135271585,-5.629033884461907
0.5,200,2,0.10/0.05,90,100,0.01,426,-28.829470090181058,-31.456840090181046,-44.55789013527158,-4.642033884461908
0.5,200,3,0.15/0.05,30,80,0.01,592,-51.72210744677198,-51.72210744677197,-77.58316117015796,-8.669745824760415
0.5,200,3,0.15/0.05,30,100,0.01,580,-49.25477744677198,-49.25477744677196,-73.88216617015796,-6.4983458247604124
0.5,200,3,0.15/0.05,60,none,0.01,494,-29.362787413920298,-29.362787413920294,-44.044181120880445,-11.432012988939517
0.5,200,3,0.15/0.05,60,80,0.01,468,-33.529497413920296,-33.529497413920296,-50.294246120880445,-11.432012988939517
0.5,200,3,0.15/0.05,60,100,0.01,458,-32.24049741392031,-32.2404974139203,-48.360746120880464,-11.750933884461908
0.5,200,3,0.15/0.05,90,none,0.01,429,-40.267437393307475,-40.637507393307494,-60.58619108996122,-7.323933884461908
0.5,200,3,0.15/0.05,90,80,0.01,410,-39.55420739330748,-39.924277393307484,-59.51634608996122,-8.531154779984298
0.5,200,3,0.15/0.05,90,100,0.01,403,-38.98368739330748,-39.353757393307475,-58.660566089961215,-8.235054779984297
0.5,200,3,none,0,none,0.01,759,-10.378750959830626,-89.08715005153205,-54.92232598559665,-32.77637866058131
0.5,200,3,none,0,80,0.01,708,-18.86385095983062,-82.32222005153203,-60.024960985596636,-27.179941347148475
0.5,200,3,none,0,100,0.01,696,-20.003250959830623,-86.67162005153203,-63.33906098559664,-23.932662242670858
0.5,200,3,none,30,none,0.01,544,-22.33177012451531,-84.72401004186978,-64.69377514545019,-23.077834032427333
0.5,200,3,none,30,80,0.01,516,-26.86448012451531,-80.17138004186978,-66.9501701454502,-20.629975823472115
0.5,200,3,none,30,100,0.01,507,-20.88958012451532,-77.31038004186978,-59.54477014545021,-19.44557582347211
0.5,200,3,none,60,none,0.01,437,2.9460790012192692,-58.79373003091921,-26.450786014240336,-12.455405674218385
0.5,200,3,none,60,80,0.01,416,-5.275360998780732,-58.79953003091924,-34.675126014240355,-12.455405674218385
0.5,200,3,none,60,100,0.01,406,-13.135560998780738,-35.52878098847433,-30.899951493017902,-11.271005674218383
0.5,200,3,none,90,none,0.01,385,-6.325200996848295,-38.0058209968483,-25.328111495272445,-20.37904746526316
0.5,200,3,none,90,80,0.01,366,-19.663570996848296,-37.624520996848304,-38.475831495272445,-19.994068360785548
0.5,200,3,none,90,100,0.01,361,-18.3357509968483,-36.29670099684831,-36.484101495272455,-19.69796836078555
0.5,200,3,0.15/0.05,0,none,0.01,937,-74.34992748993004,-84.08476748993007,-116.39231123489508,-23.884188812411633
0.5,200,3,0.15/0.05,0,80,0.01,864,-79.17166748993006,-83.3192874899301,-120.83131123489511,-18.988472394501187
0.5,200,3,0.15/0.05,0,100,0.01,839,-71.53260748993006,-77.25942748993009,-110.1623212348951,-18.034114185545963
0.5,200,3,0.15/0.05,30,none,0.01,631,-56.62232744677196,-63.73847744677199,-88.49156617015795,-10.14042492923803
0.5,200,3,0.10/0.10,0,none,0.01,915,-101.67646478275006,-102.81041473121795,-153.08167214835902,-30.41629791560095
0.5,200,3,0.10/0.10,0,80,0.01,851,-104.70620478275005,-105.84015473121799,-157.62628214835905,-26.6192814976905
0.5,200,3,0.10/0.10,0,100,0.01,825,-92.44244478275006,-93.97369473121793,-139.42929214835902,-22.20060239321289
0.5,200,3,0.10/0.10,30,none,0.01,630,-68.67130832168152,-68.67130832168155,-103.0069624825223,-19.582220451626082
0.5,200,3,0.10/0.10,30,80,0.01,595,-64.75528832168153,-64.75528832168152,-97.13293248252229,-18.11154134714847
0.5,200,3,0.10/0.10,30,100,0.01,582,-64.50138832168153,-64.50138832168152,-96.7520824825223,-16.55516224267086
0.5,200,3,0.10/0.10,60,none,0.01,494,-40.126848309442686,-40.48320828882986,-60.368452453857614,-13.839092093417133
0.5,200,3,0.10/0.10,60,80,0.01,469,-44.54425830944268,-44.900618288829875,-66.99456745385763,-13.839092093417133
0.5,200,3,0.10/0.05,30,80,0.01,618,-71.25325834229436,-71.25325834229434,-106.87988751344153,-10.20648313819325
0.5,200,3,0.10/0.05,30,100,0.01,603,-69.90802834229436,-70.81313917597828,-105.3145979302835,-8.035083138193249
0.5,200,3,0.10/0.05,60,none,0.01,507,-42.772008309442676,-54.413019143126576,-69.97851788100596,-15.46889209341713
0.5,200,3,0.10/0.05,60,80,0.01,479,-45.315418309442684,-56.52728914312658,-73.57906288100597,-14.49171298893952
0.5,200,3,0.10/0.05,60,100,0.01,471,-44.61861830944269,-56.77178914312658,-73.00451288100598,-13.307312988939518
0.5,200,3,0.10/0.05,90,none,0.01,433,-50.32125828882985,-50.32125828882984,-75.48188743324476,-13.563554779984297
0.5,200,3,0.10/0.05,90,80,0.01,414,-48.52232828882987,-48.522328288829826,-72.78349243324479,-12.201396571029075
0.5,200,3,0.10/0.05,90,100,0.01,407,-49.13620828882986,-49.136208288829835,-73.70431243324478,-11.905296571029075
0.5,200,3,0.10/0.10,60,100,0.01,460,-42.96045830944269,-43.1191583094427,-64.52003746416405,-12.654692093417133
0.5,200,3,0.10/0.10,90,none,0.01,426,-43.589128288829855,-45.61793828882985,-66.39809743324477,-20.148292093417133
0.5,200,3,0.10/0.10,90,80,0.01,405,-44.851198288829856,-46.68779828882986,-68.19509743324478,-18.598554779984298
0.5,200,3,0.10/0.10,90,100,0.01,398,-45.46507828882986,-47.301678288829855,-69.11591743324479,-18.302454779984295
0.5,200,3,0.10/0.05,0,none,0.01,1033,-111.03109390977292,-114.40300390977286,-168.23259586465934,-28.476591649520824
0.5,200,3,0.10/0.05,0,80,0.01,957,-107.63355390977293,-111.0054639097729,-163.13628586465938,-24.58087523161038
0.5,200,3,0.10/0.05,0,100,0.01,927,-97.82526390977293,-101.19717390977293,-148.42385086465939,-21.961617022655158
0.5,200,3,0.10/0.05,30,none,0.01,656,-71.21664834229438,-73.27545834229433,-107.85437751344153,-11.67716224267086
0.5,240,2,none,0,none,0.01,751,-7.2843301267413265,-42.878180076547125,-28.72342016501489,-26.816859553527088
0.5,240,2,none,0,80,0.01,703,-16.402210126741323,-40.4165600765471,-36.61049016501487,-22.977380449049477
0.5,240,2,none,0,100,0.01,683,-30.26464012674132,-46.3809900765471,-53.455135165014866,-19.74974313561664
0.5,240,2,none,30,none,0.01,501,-27.519310061037963,-56.850440061037986,-55.944530091556956,-31.08451029979576
0.5,240,2,none,30,80,0.01,473,-34.69449006103797,-46.80002001084377,-58.09450006645985,-29.42625209084053
0.5,240,2,none,30,100,0.01,463,-28.706250061037963,-41.106580010843764,-49.25954006645985,-27.56077298636292
0.5,240,2,none,60,none,0.01,395,-30.205710010843738,-44.25024001084376,-52.33083001626562,-13.707885424173865
0.5,240,2,none,60,80,0.01,380,-30.554660010843747,-38.37399001084376,-49.741655016265625,-13.707885424173865
0.5,240,2,0.15/0.05,30,80,0.01,554,-47.188387435821426,-53.20092743582141,-73.78885115373214,-19.279459405561663
0.5,240,2,0.15/0.05,30,100,0.01,536,-44.42509743582143,-50.01381004895541,-69.43200246029913,-17.52250119660644
0.5,240,2,0.15/0.05,60,none,0.01,450,-36.70211742487087,-42.66022003929314,-58.03222744451744,-13.340084778695992
0.5,240,2,0.15/0.05,60,80,0.01,428,-32.855557424870874,-39.20807003929315,-52.45959244451745,-13.340084778695992
0.5,240,2,0.15/0.05,60,100,0.01,416,-30.49163742487088,-38.50635003929315,-49.74481244451746,-12.362905674218382
0.5,240,2,0.15/0.05,90,none,0.01,381,-33.09946739395164,-35.433707393951636,-50.81632109092746,-15.105661046064414
0.5,240,2,0.15/0.05,90,80,0.01,363,-28.541237393951633,-30.87547739395165,-43.97897609092746,-15.105661046064414
0.5,240,2,0.15/0.05,90,100,0.01,349,-30.95131739395164,-33.97645739395165,-47.939546090927465,-12.957081941586802
0.5,240,2,none,60,100,0.01,368,-30.489440010843747,-33.49184999023092,-47.23536500595921,-11.842406319696254
0.5,240,2,none,90,none,0.01,346,-9.571529990875067,-26.20182001095055,-22.67243999635034,-21.017840150542025
0.5,240,2,none,90,80,0.01,331,-9.81939999087507,-25.705199136040967,-22.671999558895553,-21.017840150542025
0.5,240,2,none,90,100,0.01,319,-20.21627999087507,-24.521420010950553,-32.47698999635035,-15.414761046064413
0.5,240,2,0.15/0.05,0,none,0.01,933,-67.58379659569596,-70.52817653385743,-102.84788486262468,-28.12457418296936
0.5,240,2,0.15/0.05,0,80,0.01,866,-74.92754659569596,-77.87192653385746,-113.86350986262468,-25.887115974014144
0.5,240,2,0.15/0.05,0,100,0.01,834,-69.94575659569595,-72.89013653385747,-106.3908248626247,-20.80699955610369
0.5,240,2,0.15/0.05,30,none,0.01,593,-49.159377435821426,-54.27476740490218,-76.29676113827252,-19.871659405561665
0.5,240,0,none,0,none,0.01,788,44.25997257142057,-43.10970831132569,22.705118415757724,-21.649347613228592
0.5,240,0,none,0,80,0.01,726,29.704422571420565,-41.120318311325676,9.144263415757727,-16.004089404273365
0.5,240,0,none,0,100,0.01,707,20.58957257142056,-37.69971831132567,1.739713415757727,-13.536589404273364
0.5,240,0,none,30,none,0.01,449,51.855749988512116,-26.835399105121766,38.43805043595123,-24.98749835949725
0.5,240,0,none,30,80,0.01,419,40.73641998851211,-27.313389105121757,27.079725435951232,-21.59269835949725
0.5,240,0,none,30,100,0.01,411,37.749119988512106,-27.313389105121757,24.092425435951228,-20.112198359497246
0.5,240,0,none,60,none,0.01,375,39.206029998818515,-18.3195791257346,30.046240435951216,-15.473640150542023
0.5,240,0,none,60,80,0.01,353,25.700559998818512,-19.213279125734598,16.093920435951212,-15.473640150542023
0.5,240,2,0.10/0.10,0,none,0.01,911,-86.48899749315079,-91.40513749315076,-132.19156623972617,-27.18488328615868
0.5,240,2,0.10/0.10,0,80,0.01,849,-93.1447874931508,-95.75965749315077,-141.02461623972619,-23.937604181681063
0.5,240,2,0.10/0.10,0,100,0.01,822,-90.29909749315078,-92.91396749315078,-136.75608123972617,-22.104766868248227
0.5,240,2,0.10/0.10,30,none,0.01,585,-88.22421832103737,-96.28972832103736,-136.36908248155606,-18.575038510039278
0.5,240,2,0.10/0.10,30,80,0.01,548,-78.98956832103738,-84.72497832103736,-121.35205748155606,-20.473159405561663
0.5,240,2,0.10/0.10,30,100,0.01,532,-74.1474183210374,-79.88282832103737,-114.0888324815561,-17.337580301084053
0.5,240,2,0.10/0.10,60,none,0.01,450,-43.77220832039326,-48.22131832039325,-67.88286748058988,-13.823763883173608
0.5,240,2,0.10/0.10,60,80,0.01,428,-44.06117832039327,-47.25978832039327,-67.6910724805899,-13.823763883173608
0.5,240,0,none,60,100,0.01,345,20.560059998818506,-15.327980175704308,12.896069910966352,-13.598340150542024
0.5,240,0,none,90,none,0.01,331,19.804220021363783,-27.931800163465446,5.838319939631059,-13.944081941586804
0.5,240,0,none,90,80,0.01,314,7.853350021363786,-29.935100163465446,-7.114200060368937,-13.450581941586803
0.5,240,0,none,90,100,0.01,303,5.606300021363788,-27.501500163465447,-8.144450060368936,-12.463581941586803
0.5,240,0,0.15/0.05,0,none,0.01,833,-20.7163756789166,-35.80305828303245,-38.61790482043283,-14.0679267177062
0.5,240,0,0.15/0.05,0,80,0.01,765,-16.583935678916607,-37.59378828303246,-35.38082982043284,-12.409668508750977
0.5,240,0,0.15/0.05,0,100,0.01,743,-18.499185678916607,-37.55438828303247,-37.276379820432844,-9.942168508750978
0.5,240,0,0.15/0.05,30,none,0.01,489,-0.9195074042580398,-25.917209115428143,-13.878111961972111,-22.41325656845247
0.5,240,0,0.15/0.05,30,80,0.01,452,-0.12084740425804097,-13.89487823021219,-7.068286519364135,-21.22885656845247
0.5,240,0,0.15/0.05,30,100,0.01,441,1.544852595741955,-13.206120020612826,-5.058207414564458,-19.35355656845247
0.5,240,0,0.15/0.05,60,none,0.01,405,-4.590337393951639,-13.721920020612824,-11.451297404258051,-12.700219255019636
0.5,240,0,0.15/0.05,60,80,0.01,377,-3.311277393951635,-12.506520020612825,-9.564537404258047,-11.910619255019636
0.5,240,0,0.15/0.05,60,100,0.01,369,-2.793577393951636,-12.506520020612825,-9.04683740425805,-10.430119255019637
0.5,240,0,0.15/0.05,90,none,0.01,355,-4.458117371406359,-11.748417323739226,-10.332326033275972,-12.749861046064416
0.5,240,0,0.15/0.05,90,80,0.01,334,-4.318387371406361,-10.340900010306415,-9.48883737655957,-12.256361046064416
0.5,240,0,0.15/0.05,90,100,0.01,322,-2.4059373714063668,-10.058429999999994,-7.435152371406364,-11.269361046064416
0.5,240,0,0.10/0.05,30,80,0.01,459,-15.571048299780427,-28.832428248248377,-29.987262423904617,-19.305214777407695
0.5,240,0,0.10/0.05,30,100,0.01,448,-14.694948299780428,-29.492328248248377,-29.441112423904617,-17.429914777407696
0.5,240,0,0.10/0.05,60,none,0.01,411,-14.033558289474021,-28.39526823794197,-28.231192408445004,-9.69087746397486
0.5,240,0,0.10/0.05,60,80,0.01,381,-15.107798289474022,-27.223748237941976,-28.71967240844501,-10.77657746397486
0.5,240,0,0.10/0.05,60,100,0.01,373,-11.895198289474022,-25.347418237941962,-24.568907408445003,-9.29607746397486
0.5,240,0,0.10/0.05,90,none,0.01,361,-9.81221826692875,-20.7948682257031,-20.2096523797803,-10.568640150542027
0.5,240,0,0.10/0.05,90,80,0.01,340,-9.17898826692875,-20.337068225703092,-19.347522379780294,-10.075140150542026
0.5,240,0,0.10/0.05,90,100,0.01,328,-8.056138266928752,-20.237368225703094,-18.1748223797803,-9.088140150542028
0.5,240,2,0.10/0.05,30,80,0.01,580,-79.82540833134381,-81.16034833134381,-120.40558249701571,-17.454759405561663
0.5,240,2,0.10/0.05,30,100,0.01,562,-74.0465183313438,-75.3814583313438,-111.7372474970157,-15.78668030108405
0.5,240,2,0.10/0.05,60,none,0.01,460,-44.71855832039326,-51.54019832039325,-70.48865748058988,-16.814226569740768
0.5,240,2,0.10/0.05,60,80,0.01,438,-39.332278320393264,-46.15391832039326,-62.409237480589894,-16.814226569740768
0.5,240,2,0.10/0.05,60,100,0.01,427,-37.85665832039327,-45.653519215915665,-60.683417928351105,-15.837047465263156
0.5,240,2,0.10/0.05,90,none,0.01,389,-47.481408289474025,-50.04304828947402,-72.50293243421103,-13.17076836078555
0.5,240,2,0.10/0.05,90,80,0.01,371,-41.708778289474026,-44.27041828947402,-63.84398743421104,-14.157768360785552
0.5,240,2,0.10/0.05,90,100,0.01,357,-41.187858289474036,-44.44039828947403,-63.40805743421105,-12.00918925630794
0.5,240,0,0.10/0.10,60,100,0.01,372,-12.191298289474027,-17.592600041225637,-20.987598310086845,-9.60199835949725
0.5,240,0,0.10/0.10,90,none,0.01,360,-12.970618266928746,-21.704700010306397,-23.822968272081944,-10.677161046064416
0.5,240,0,0.10/0.10,90,80,0.01,339,-11.646488266928747,-18.577600010306394,-20.935288272081944,-10.183661046064415
0.5,240,0,0.10/0.10,90,100,0.01,327,-10.12883826692875,-18.429550010306393,-19.343613272081946,-9.196661046064417
0.5,240,0,0.10/0.05,0,none,0.01,834,-43.04457657443899,-44.565286574439,-65.32721986165849,-15.252326717706202
0.5,240,0,0.10/0.05,0,80,0.01,766,-34.56933657443899,-34.569336574438985,-51.85400486165848,-13.100568508750978
0.5,240,0,0.10/0.05,0,100,0.01,744,-35.300186574438996,-35.30018657443898,-52.95027986165849,-10.633068508750979
0.5,240,0,0.10/0.05,30,none,0.01,497,-13.767108299780421,-18.79255914312663,-23.163387871343737,-20.489614777407695
0.5,240,0,0.10/0.10,0,none,0.01,826,-42.63818657443898,-43.48576657443897,-64.38106986165846,-16.6341267177062
0.5,240,0,0.10/0.10,0,80,0.01,759,-33.34373657443899,-34.221316574439,-50.45439486165849,-13.988868508750976
0.5,240,0,0.10/0.10,0,100,0.01,738,-32.100586574439,-32.81629657443901,-48.5087348616585,-11.521368508750978
0.5,240,0,0.10/0.10,30,none,0.01,495,-16.881408299780425,-18.003959999999978,-25.883388299780414,-21.496256568452473
0.5,240,0,0.10/0.10,30,80,0.01,457,-17.99444829978043,-18.97825829978042,-27.48357744967064,-19.818356568452472
0.5,240,0,0.10/0.10,30,100,0.01,446,-16.72354829978043,-17.707358299780434,-25.577227449670644,-17.943056568452473
0.5,240,0,0.10/0.10,60,none,0.01,410,-15.415358289474021,-20.027609999999967,-25.429163289474005,-9.996798359497248
0.5,240,0,0.10/0.10,60,80,0.01,380,-15.798698289474022,-18.54923828947402,-25.07331743421103,-11.082498359497247
0.5,240,2,0.10/0.10,60,100,0.01,417,-42.58555832039327,-47.4161883203933,-66.29365248058991,-11.958284778695997
0.5,240,2,0.10/0.10,90,none,0.01,383,-56.13470828947402,-57.22040828947404,-84.74491243421105,-13.555747465263163
0.5,240,2,0.10/0.10,90,80,0.01,363,-47.30237828947403,-49.76987828947405,-72.18731743421105,-14.542747465263162
0.5,240,2,0.10/0.10,90,100,0.01,350,-44.77105828947403,-47.394928289474045,-68.46852243421105,-13.381168360785551
0.5,240,2,0.10/0.05,0,none,0.01,1032,-102.27790750538962,-110.68690750538964,-157.62136125808445,-27.151242543754908
0.5,240,2,0.10/0.05,0,80,0.01,957,-102.91572750538964,-106.96632750538963,-156.39889125808446,-25.328226125844463
0.5,240,2,0.10/0.05,0,100,0.01,923,-96.07986750538964,-101.61096750538967,-146.88535125808448,-21.248109707934013
0.5,240,2,0.10/0.05,30,none,0.01,617,-82.2884583313438,-85.8517983313438,-125.2143574970157,-17.046959405561662
0.5,240,3,none,0,none,0.01,651,-3.1838692080295115,-24.8194173134328,-15.593577864745912,-24.071747613228588
0.5,240,3,none,0,80,0.01,609,-13.343549208029511,-26.8397882089552,-26.76344331250711,-19.13674761322859
0.5,240,3,none,0,100,0.01,593,-21.496879208029515,-32.892607354658466,-37.94318288535875,-16.096689404273366
0.5,240,3,none,30,none,0.01,466,-19.30162916487142,-39.97118731343281,-39.287222821587825,-29.566072986362922
0.5,240,3,none,30,80,0.01,442,-29.986639164871423,-40.34523734435206,-50.15925783704745,-27.10839388188531
0.5,240,3,none,30,100,0.01,433,-26.133399164871424,-37.738117344352055,-45.00245783704745,-25.05533567293008
0.5,240,3,none,60,none,0.01,376,-29.164139105014932,-29.164139105014947,-43.7462086575224,-14.475419255019636
0.5,240,3,none,60,80,0.01,362,-30.423689105014933,-31.169729084402128,-46.008553647216,-13.784519255019635
0.5,240,3,none,60,100,0.01,350,-32.76876910501494,-46.063058137153405,-55.80029817359164,-13.202140150542027
0.5,240,3,none,90,none,0.01,323,-26.266569103082496,-50.22462813715342,-51.378883171659204,-18.816977463974858
0.5,240,3,none,90,80,0.01,308,-30.996139103082488,-54.954198137153405,-58.47323817165919,-17.33647746397486
0.5,240,3,none,90,100,0.01,299,-33.29171910308249,-51.94977813715341,-59.2666081716592,-13.213898359497248
0.5,240,3,0.15/0.05,0,none,0.01,818,-59.87931657508313,-64.78535006312674,-92.27199160664651,-25.765741347148467
0.5,240,3,0.15/0.05,0,80,0.01,755,-67.72473747060553,-72.67794747060556,-104.0637112059083,-21.23536224267086
0.5,240,3,0.15/0.05,0,100,0.01,726,-59.71217747060553,-62.95748747060555,-91.19092120590831,-19.99472492923802
0.5,240,3,0.15/0.05,30,none,0.01,557,-57.138516531925056,-58.5357865319251,-86.4064097978876,-12.391938510039278
0.5,240,3,0.15/0.05,30,80,0.01,522,-54.11601742744745,-58.31635742744748,-83.27419614117119,-10.911438510039277
0.5,240,3,0.15/0.05,30,100,0.01,506,-49.754167427447456,-53.954507427447474,-76.7314211411712,-9.67080119660644
